Time,Flow
1907.69,0.5200390476706981
1907.7,0.5200390476706981
1907.71,0.5203373284885298
1907.72,0.5200390476706981
1907.73,0.5197317280402047
1907.74,0.5197317280402047
1907.75,0.5191351664045412
1907.76,0.5188278467740478
1907.77,0.518529565956216
1907.78,0.518529565956216
1907.79,0.5188278467740478
1907.8,0.5188278467740478
1907.81,0.518529565956216
1907.82,0.5191351664045412
1907.83,0.5188278467740478
1907.84,0.5182312851383842
1907.85,0.5182312851383842
1907.86,0.518529565956216
1907.87,0.5191351664045412
1907.88,0.519433447222373
1907.89,0.5197317280402047
1907.9,0.5203373284885298
1907.91,0.5203373284885298
1907.92,0.5203373284885298
1907.93,0.5203373284885298
1907.94,0.5200390476706981
1907.95,0.5197317280402047
1907.96,0.519433447222373
1907.97,0.519433447222373
1907.98,0.5200390476706981
1907.99,0.5200390476706981
1908.0,0.5197317280402047
1908.01,0.5200390476706981
1908.02,0.5200390476706981
1908.03,0.5188278467740478
1908.04,0.518529565956216
1908.05,0.518529565956216
1908.06,0.518529565956216
1908.07,0.518529565956216
1908.08,0.5188278467740478
1908.09,0.5188278467740478
1908.1,0.5188278467740478
1908.11,0.518529565956216
1908.12,0.5188278467740478
1908.13,0.5179239655078909
1908.14,0.5182312851383842
1908.15,0.518529565956216
1908.16,0.5188278467740478
1908.17,0.5197317280402047
1908.18,0.5203373284885298
1908.19,0.5209429289368549
1908.2,0.5215394905725185
1908.21,0.5200390476706981
1908.22,0.5191351664045412
1908.23,0.518529565956216
1908.24,0.5179239655078909
1908.25,0.5173274038722273
1908.26,0.5158179221577455
1908.27,0.5143084404432634
1908.28,0.5143084404432634
1908.29,0.5140101596254316
1908.3,0.5152123217094203
1908.31,0.5167218034239023
1908.32,0.5176256846900591
1908.33,0.5197317280402047
1908.34,0.5206356093063615
1908.35,0.5212412097546867
1908.36,0.5215394905725185
1908.37,0.5215394905725185
1908.38,0.5209429289368549
1908.39,0.5197317280402047
1908.4,0.5179239655078909
1908.41,0.5173274038722273
1908.42,0.5170200842417341
1908.43,0.5161162029755771
1908.44,0.5158179221577455
1908.45,0.5152123217094203
1908.46,0.5146157600737568
1908.47,0.5140101596254316
1908.48,0.512807997541443
1908.49,0.5119041162752861
1908.5,0.5110002350091293
1908.51,0.5103946345608041
1908.52,0.5103946345608041
1908.53,0.5100963537429724
1908.54,0.5100963537429724
1908.55,0.5100963537429724
1908.56,0.5100963537429724
1908.57,0.5106929153786359
1908.58,0.5119041162752861
1908.59,0.5122023970931179
1908.6,0.5131062783592748
1908.61,0.5143084404432634
1908.62,0.5158179221577455
1908.63,0.5179239655078909
1908.64,0.5206356093063615
1908.65,0.5266644973516279
1908.66,0.5305783032340872
1908.67,0.5375110725455104
1908.68,0.5465498852070793
1908.69,0.5598098233816007
1908.7,0.5751758049062676
1908.71,0.599878879910335
1908.72,0.6146392609866769
1908.73,0.6288030804273551
1908.74,0.6432651806858652
1908.75,0.6577272809443752
1908.76,0.6703816186705716
1908.77,0.6941808124084821
1908.78,0.7098541135636423
1908.79,0.7252200950883092
1908.8,0.7354610698338666
1908.81,0.7451054829437606
1908.82,0.757759820669957
1908.83,0.7803568523238789
1908.84,0.7963193954842093
1908.85,0.8074732903085852
1908.86,0.8219353905670952
1908.87,0.8315707648643276
1908.88,0.8418207784225464
1908.89,0.8556772782327314
1908.9,0.8562828786810566
1908.91,0.8903230471645246
1908.92,0.8767648281721714
1908.93,0.886707522099897
1908.94,0.8879187229965473
1908.95,0.8800820724189671
1908.96,0.8858036408337402
1908.97,0.8843031979319198
1908.98,0.8812842345029558
1908.99,0.8882170038143791
1909.0,0.8951497731258022
1909.01,0.8876114033660538
1909.02,0.896053654391959
1909.03,0.8942458918596454
1909.04,0.8972558164759478
1909.05,0.9017752228067322
1909.06,0.8951497731258022
1909.07,0.8912269284306814
1909.08,0.8942458918596454
1909.09,0.896053654391959
1909.1,0.8894191658983678
1909.11,0.8848997595675834
1909.12,0.879476471970642
1909.13,0.8858036408337402
1909.14,0.8891208850805359
1909.15,0.8843031979319198
1909.16,0.8791781911528103
1909.17,0.8915342480611747
1909.18,0.8918325288790065
1909.19,0.8852070791980766
1909.2,0.8864092412820653
1909.21,0.8770721478026646
1909.22,0.8704376593090732
1909.23,0.8740531843737007
1909.24,0.8716488602057234
1909.25,0.8665238534266139
1909.26,0.8861109604642334
1909.27,0.8846014787497515
1909.28,0.8864092412820653
1909.29,0.8933420105934886
1909.3,0.8788799103349785
1909.31,0.8846014787497515
1909.32,0.8891208850805359
1909.33,0.8900247663466928
1909.34,0.8761682665365078
1909.35,0.8930346909629951
1909.36,0.8836975974835947
1909.37,0.8719471410235552
1909.38,0.886707522099897
1909.39,0.8936402914113203
1909.4,0.901169622358407
1909.41,0.8951497731258022
1909.42,0.9050924670535279
1909.43,0.904188585787371
1909.44,0.9017752228067322
1909.45,0.9029773848907209
1909.46,0.9047851474230346
1909.47,0.8987652981904298
1909.48,0.8921308096968382
1909.49,0.8833993166657629
1909.5,0.8864092412820653
1909.51,0.8776687094383282
1909.52,0.873754903555869
1909.53,0.880380353236799
1909.54,0.8788799103349785
1909.55,0.8855053600159084
1909.56,0.8764665473543396
1909.57,0.8833993166657629
1909.58,0.8725527414718803
1909.59,0.8731493031075439
1909.6,0.8601966845635158
1909.61,0.8514561527197787
1909.62,0.8526673536164291
1909.63,0.852061753168104
1909.64,0.8487445089213083
1909.65,0.8454363034871739
1909.66,0.843926821772692
1909.67,0.8442251025905239
1909.68,0.8445324222210171
1909.69,0.8366957716434371
1909.7,0.8366957716434371
1909.71,0.835186289928955
1909.72,0.8357918903772802
1909.73,0.835186289928955
1909.74,0.8327819657609776
1909.75,0.8294647215141819
1909.76,0.8276569589818683
1909.77,0.8261474772673864
1909.78,0.8243397147350724
1909.79,0.8234358334689156
1909.8,0.8201276280347815
1909.81,0.8183198655024676
